今天 这里 报告 完成 要 .	今天要完成这份报告 .
今天 忙 一直 .	今天忙了一天了 .
今天 我 早 睡觉 不 .	今天我不用早睡 .
今天 我们 新 课 .	今天我们上新课 .
今天 我们 课 逃 怎么 ?	今天我们逃课 , 怎么样 ?
今天 我 心情 可以 .	今天我心情不错 .
今天 我 想 再 买 沙发 套 .	今天我想再买一组沙发套 .
今天 我 工作1 多 .	今天我有很多工作要做 .
今天 新 员工 来 有 .	今天新来了一个员工 .
今天 早上1 感觉 怎么 ?	今天早上感觉怎么样 ?
今天 早上1 吃 什么 ?	今天早餐吃什么 ?
今天 明天 时间 没有 .	今天明天没时间 .
今天 一星期 多少 ?	今天星期几 ?
今天 周一 .	今天是周一 .
今天 周五 .	今天是周五 .
今天 周日 .	今天是周日 .
今天 晚上 海边 去 .	今天晚上去海边 .
今天 晚上 跳舞 去 .	今天晚上去跳舞 .
今天 晚上 吃 什么 ?	今天晚上想吃点什么 ?
今天 特别 价钱 有 ?	今天有什么特价吗 ?
今天 祝 生日 是 .	今天是来贺寿的 .
今天 人民 汇率 多少 ?	今天的人民币汇率是多少 ?
今天 天气 舒服 不 .	今天的天气让人不舒服 .
今天 学校 用 品 什么 ?	今天的学校用品是什么 ?
今天 早上1 吃 好 .	今天的早餐很好 .
今天 温度 多少 ?	今天的气温是多少 ?
今天 温度 零 下 九 摄氏度 .	今天的气温零下9摄氏度 .
今天 牛 肉 好 .	今天的牛肉很不错 .
今天 幸运 .	今天的运气真好 .
今天 吃 好 .	今天的饭真好吃 .
今天 老师 称赞 我 有 .	今天老师表扬我了 .
今天 加班 要 .	今天要加班 .
今天 垃圾 你 丢 .	今天该你扔垃圾了 .
今天 我们 扫地 卫生 要 .	今天轮到我们打扫卫生了 .
今天 开心 ?	今天过得愉快吗 ?
今天 倒霉 .	今天运气不佳 .
今天 这里 冰淇淋 打折 可以 ?	今天这个冰淇淋打折吗 ?
今天 冷 很1 .	今天非常冷 .
今天 天气 舒服 美丽 .	今天风和日丽 .
今天 狂风 .	今天风很大 .
今天 年 夏天 时间 长 .	今年夏天持续的时间会长一点 .
今天 年 房 价格 上升 快 .	今年房价上涨很快 .
今天 年 天气 正常 不 .	今年的天气不正常 .
今天 早上1 我 表面 考试 有 .	今天早上我去面试了 .
今天 晚上 你 加班 ?	今晚你加班吗 ?
今天 晚上 你 时间 有 ?	今晚你有空吗 ?
今天 晚上 我们 和 看 电影 .	今晚我们一起看电影吧 .
今天 晚上 我 约会 有 .	今晚我有个约会 .
今天 晚上 时间 没有 .	今晚没什么时间 .
今天 晚上 瑜伽 课 开始 什么 时间 ?	今晚瑜伽课什么时候开始呢 ?
今天 晚上 帮助 我 照顾 小孩 可以 ?	今晚能帮我照看一下孩子吗 ?
自己 角 程度 考虑 你 对 买 快递 速度 要求 .	从个人角度考虑 , 你对快递物流速度的要求 .
书 电视 里 学 .	从书本和电视上学的 .
他 说 声音 判断 他 南2 方 人 .	从他的口音判断 , 他是南方人 .
现实 角 程度 开始 .	从现实角度出发 .
他 快 说 重2 点 .	他一下子就说到重点了 .
他 一分钟 等 不行2 .	他一分钟都等不了 .
他 表情 满意 看 我 .	他一脸欣慰的看着我 .
他 让 你 失望 不 .	他不会让你失望的 .
他无聊 事情2 没有 不喜欢 .	他不喜欢整天闲待着什么也不干 .
他 告诉 我 不 勇敢 .	他不敢告诉我 .
他 车 停止 那 不 勇敢 .	他不敢把车停放在那里 .
他 厌烦 说 .	他厌烦的说道 .
他 和 他 哥哥 弟弟 脸 一样 .	他与他兄弟看上去一模一样 .
他 礼貌 不 为什么 ?	他为什么那么不礼貌 ?
他 自己 来 看 我 .	他亲自来看我了 .
他 我们 今天 向导 是 ?	他今天是我们的向导吗 ?
他 以前 提 你 名字 有 .	他以前提到过你的名字 .
他 目标 成功1 作家 是 .	他以成为一位成功的作家为目标 .
他 答应 回答 我 问题 .	他以点头的方式回应了我的问题 .
他 对 你 人生 负责 不 .	他们不需要对你的人生负责 .
他们 看1 发现 有 .	他们也都看出来了 .
他们 从 事实 结果 收获 有 .	他们从这些事实中得出了一个结论 .
他们 没必要 消费 减少 .	他们减少了不必要的开支 .
他们 表扬 他 有 .	他们表扬了他 .
他们 对 我们 这 方 面 研究 评价 高 .	他们对我们在这方面的研究评价很高 .
他们 半 小时 到 .	他们将在半小时到达 .
他们 降 6 月 超 .	他们已经下滑超过六个月了 .
他们 平均 每天 工作 10 小时 .	他们平均每天工作10个小时 .
他们 开始 储备 冬天 用 木 .	他们开始储藏冬天用的柴火 .
他们 再 试 运气 想 .	他们想再碰一次运气 .
他们 拥护 他 做 君主 .	他们拥立他为国王 .
他们 星期六 门 开 ?	他们星期六开门吗 ?
他们 我 朋友 是 .	他们是我的朋友 .
他们 现在 冷 战斗 .	他们正在冷战 .
他们 商业 在 那 交易 亏本 有 .	他们的商行在那笔交易中亏了本 .
他们 衣服 红 白 有 .	他们穿着红白相间的衣服 .
他们 认为 一天 走 40 英国 英国词汇第1个手势动作 里 无所谓 .	他们觉得一天走40英里无所谓 .
他们 说 我 条件 好 .	他们说我条件太好了 .
他们 聘用 他 做 顾问 .	他们雇用他为顾问 .
他 回忆 什么 像 ?	他好像在回忆什么 ?
他 让 我 想 他 弟弟 有 .	他使我想起了他的弟弟 .
他 房 修理 完了 .	他修理了他的房子 .
他 停止 有 .	他停顿了一下 .
他 偷 你 什么 ?	他偷了你什么 ?
他 心 愁眉苦脸 笑 .	他内心无奈的苦笑 .
他 说 不行2 .	他说不行 .
他 出生 纽约 .	他出生在纽约 .
他 刚才 在 旅馆 办 住 手续 .	他刚刚在旅馆办好了入住手续 .
他 年龄 十 八 高中 毕业 有 .	他十八岁高中毕业 .
他 去 拿 碗 .	他去拿碗了 .
他 又 违反2 承诺 .	他又一次违背了承诺 .
他 高 瘦 .	他又高又瘦 .
他 小孩 是 .	他只是个孩子 .
他 我 年龄 一样 .	他和我同岁 .
他 哥哥 开车 .	他哥哥开汽车 .
他 教室 睡觉 喜欢 .	他喜欢在教室睡觉 .
他 病 来 没有 .	他因为生病 , 所以才缺席 .
他 钱 不够 手表 买 不行 .	他因缺钱而买不起这块金表 .
他 在 超市 卖 肉 .	他在超市里卖肉 .
他 在 农村 生活 幸福 .	他在乡村过着幸福的生活 .
他 在 湖 最后 发现 船 .	他在湖底发现了一艘船 .
他 钱 筹备 .	他在筹集资金 .
他 花园 中间 种植 玫瑰花 .	他在花园中间种上玫瑰 .
他 英语 超过 别人 会 .	他在英语方面会超过别人 .
他 选举2 胜利1 .	他在选举中获胜 .
他 说 你 警察 打 他 有 .	他声称你的警官殴打了他 .
他 大 部分 时间 网络 和 朋友 聊天 .	他大部分时间都在网上和朋友聊天 .
他 对 数学 兴趣 没有 .	他对数学没有兴趣 .
他 对 这 问题 考虑 多少 天 最后 决定 .	他对这个问题考虑了好几天才做出决定 .
他 工作1 落后 .	他的工作落后了 .
他 习惯 在 外 吃饭 .	他已经习惯在外面吃饭了 .
他 结婚 完了 .	他已经结婚了 .
他 对 这 交通 出事 负责 要 .	他应该对这一交通事故负责任 .
他 建议 你 现在 去 .	他建议你立刻离开这儿 .
他 建议 外 和 吃 .	他建议搞一次野餐 .
他 开车 慢 .	他开车真慢啊 .
他 弟弟 去 银行 取 钱 .	他弟弟去银行取钱了 .
他 弟弟 开车 技术 好 是 ?	他弟弟开车技术不是很好吗 ?
他 弟弟 让 他 朋友 开车 .	他弟弟让他朋友开车 .
别人 了解 他 他 高兴 .	他很高兴能使别人了解他 .
他 必须 赔偿 .	他必须赔偿 .
他 走 快 .	他走路很快 .
他 经常 晚上 吃 完 直接 睡觉 .	他总是吃完晚饭后直接就去睡觉 .
他 经常 吹牛 .	他总是吹牛 .
他 经常 不愿意 我 在 房 吸烟 .	他总是嫌我在房间里吸烟 .
他 经常 认为 自己 落后 .	他总觉得低人一等 .
他 情绪 失望 .	他情绪十分低落 .
他 承认 工作1 错 有 .	他承认工作中犯了一个错误 .
他 书 合 .	他把书合了起来 .
他 大 部分 钱 捐献 慈善 事业 有 .	他把大部分钱都捐赠给慈善事业了 .
他 汽车 借2 弟弟 .	他把车借给他弟弟了 .
他 故意 撞 那 老 人 .	他故意把那个老人撞倒了 .
他 抽烟 喝 酒 不 .	他既不抽烟也不喝酒 .
他 偶尔2 答应 .	他偶尔答应下 .
他 昨天 不 在 这 .	他昨天不在这 .
他 厉害 球员 是 .	他是一名很厉害的球员 .
他 上 门 女婿 是 .	他是个上门女婿 .
他 工作1 努力 .	他是个努力工作的人 .
他 优秀 少年 是 .	他是个优秀的少年 .
他 好 人 是 .	他是个好人 .
他 善良 人 是 .	他是个和善的人 .
他 谦虚 人 是 .	他是个谦虚的人 .
他 性格 开朗 .	他是个性格开朗的人 .
他 能力 有 .	他是个有能力的人 .
他 人 坏 .	他是个混蛋 .
他 承诺 违反2 .	他是守信用的人 .
我 在 哪 他 知道 为什么 ?	他是怎么知道我们在哪的呢 ?
他 我 同学 是 .	他是我同学 .
他 我 爸爸 是 记忆 ?	他是我爸爸 , 想起来了吗 ?
他 脾气 好 .	他脾气好 .
他 常识 丰富 .	他有丰富的常识 .
他 收入 高 .	他收入高 .
他 记忆 力 强 .	他记忆力很强 .
他 碰巧1 外 国家 去 .	他碰巧去了国外 .
他 重要 工作2 解决 忙 .	他正忙于处理一些重要的工作 .
他 比 上 次 见面 更2 胖 .	他比我上次见面时又胖了 .
他 年龄 比 我 小 2 .	他比我小2岁 .
他 一直 爱情 有 不 可能1 .	他永远都不可能有爱情 .
他 激动 反抗 逮捕 .	他激烈地拒捕 .
他 说 没有 走 引 我 奇怪1 .	他的不辞而别引起我的好奇心 .
他 书 上 周 出版 .	他的书上周出版了 .
他 儿子2 发烧 .	他的儿子发烧了 .
他 名字 记忆 不行2 .	他的名字我想不起来了 .
他 工作1 态度 认真 不 .	他的工作态度相当不认真 .
他 样子 经常 滑稽 .	他的样子总是滑稽可笑 .
他 理解 力 强 .	他的理解力很强 .
他 耳 疼痛2 怎么 ?	他的耳朵痛 , 该怎么办 ?
他 看 苦闷 .	他看上去闷闷不乐 .
他 真1 厉害 .	他真厉害 .
他 真 这 样子 说 ?	他真的这么说了吗 ?
他 答应 明天 还 钱 .	他答应明天还钱 .
他 紧 我 手 .	他紧握住我的双手 .
他 经常 喝 奶茶 .	他经常喝奶茶 .
他 被子 .	他盖上被子 .
他 继续 说 自己 事 .	他继续说他的事迹 .
他 勇敢 气 不够 .	他缺乏勇气 .
他 辜负 他 妻子 .	他辜负他的妻子 .
他 自己 成立 公司 .	他自己成立一家公司 .
他 年轻 但是1 知识 多 .	他虽年轻 , 却很博学 .
他 上班2 时间 玩2 Q Q 游戏 被 发现 最后 开除 .	他被发现上班时间玩QQ游戏 , 所以被开除了 .
他 被 培养 做 律师 .	他被培养成一名律师 .
他 被 邀请 在 这 电视 扮演 .	他被邀请在这部电视剧里扮演一个角色 .
他 说 笑 说 我们 喜欢 .	他讲的笑话逗得我们大笑不已 .
他 想 让 我 相信 他 真 .	他想使我相信他是清白的 .
他 说 真 .	他说的是真的 .
他 说 别人 生气 .	他说的话多气人 .
他 你 像 .	他跟你很像 .
他 身体 发育 成熟 .	他身体已发育成熟 .
他 身体 转 走 .	他转身离开了 .
他 家 不 在 ?	他不在家吗 ?
他 想 法1 告诉 儿子 .	他把自己的想法告诉了儿子 .
他 旅游 纪念 品 送 我 .	他送给我们一件他旅游的纪念品 .
他 脸 像 谁 .	他长得像谁 .
他 表情 不满 .	他露出了不满的表情 .
他 做 慈善 喜欢 .	他喜欢做慈善 .
他 耐心 没有 .	他没有耐心 .
消费1 停止 日期 ?	付款截止到什么时候 ?
消费1 停止 日期 30 号 .	付款日期截止到30号 .
代 人 梦想 实现 .	一代人的梦想终于实现了 .
以前 这 情况 有 .	以前有过这种情况 .
以后 我 想 在 院子 种植 好 看 .	以后我想在院子里种上好看的 .
价格 贵 但是1 质量 好 .	价格虽然比较贵 , 但质量好 .
价格 还 可以 .	价格还算合理 .
全 议会 成员 制定 法律 可以 ?	任何一个议员都能制定法律吗 ?
都 时间 你 依靠 我 可以 .	任何时候 , 你都可以依赖我 .
都 时间 热 水 有 ?	任何时间都有热水吗 ?
都 议会 成员 提案 法律 可以 .	任何议员可以向国会提出一项法律 .
聊天 家 常常 像 .	像是在聊家常一样 .
休息 时间 完了 .	休息时间结束了 .
都 人 安静 .	众人一片静默 .
都 人 问 罪行 .	众人也都开始兴师问罪 .
打折 票 有效2 时间 多少 ?	优惠券多长时间内有效啊 ?
没用2 东西 但是1 打折 买 会 ?	会不会因为打折而购买自己不需要的商品 ?
新1 开始 会 .	会有新的开始的 .
越来越1 多 人 小康 生活 有 .	会有越来越多的人过上小康生活 .
开会 成功 .	会议开得很成功 .
伤口 还 疼痛2 ?	伤口还在痛吗 ?
像 没必要 .	似乎没那么必要了 .
希望 他们 意见 一样 可以 .	但愿他们能意见一致 .
希望 噪音 影响 你 没有 .	但愿没吵醒你 .
非法 事 做 不 .	不要干违法的事 .
他 恋爱 甜蜜 .	他好浪漫 .
你 围绕 我 不 .	你不要纠缠我了 .
他 早上1 昏倒 有 .	他早上昏过去了 .
你 拼凑 图 会 ?	你会拼图吗 ?
但是 如果 下 次 我 用 他 买 东西2 便宜 多少 ?	但是如果我下次用它去买东西会优惠多少呢 ?
